ID,LUCID_zip,Wpoor,Bpoor,Wwealthy,Bwealthy,city_B,city_W,poverty_city_Other,US_B,US_W,poverty_US_Other,statusBlack,statusWhite,welfsupp1,welfsupp2,welfsupp3,recip1,recip2,recip3,recip4,recip5,SuppRep1,SuppRep2,SuppRep3,Vote_Biden,Vote_Sanders,Vote_Trump,vote_final,black_contact1,black_contact2,black_contact3,black_quality1,black_quality2,black_quality3,black_quality4,white_contact1,white_contact2,white_contact3,white_quality1,white_quality2,white_quality3,white_quality4,ThermBlack,ThermWhite,ThermHisp,ThermAsian,ThermNatAm,IMS1,IMS2,IMS3,IMS4,IMS5,soc_iss,econ_iss,pol_aff,age,gender,gender_TEXT,receivewelf1,income,edu,LadderSelf,race_White,race_Black,race_NatAm,race_Asian,race_Multiracial,race_Multiracial_TEXT,race_Other,race_Other_TEXT,ethn_NotHispLat,ethn_HispLat,White_ident,Black_ident,State,zip,CALC_VAR_BELOW,WelfSupport,Democrat,PsWhite,recip1R,recip2R,recip3R,HardworkingWelf
529,23321,3,3,3,3,40.00,40.00,20.00,35.00,25.00,40.00,57.00,52.00,3,2,3,4,6,4,1,1,6,6,1,1.00,1.00,100.00,3,1,2,2,4,4,3,4,1,2,2,4,4,3,4,36.00,70.00,36.00,44.00,58.00,5,1,4,6,5,5,4,1,64,2,,0,14,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,48,23321,#NULL!,2.67,0.00,1.00,3.00,1.00,3.00,1.80
530,49508,2,4,2,2,70.00,30.00,0.00,70.00,20.00,10.00,50.00,82.00,4,5,6,3,5,4,4,4,6,6,1,100.00,2.00,1.00,1,1,4,2,5,5,5,5,1,5,5,5,5,5,5,100.00,100.00,91.00,84.00,85.00,7,1,7,7,7,5,4,3,82,2,,0,8,2,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,23,49508,#NULL!,5.00,1.00,1.00,4.00,2.00,3.00,3.40
531,19148,3,5,3,3,50.00,30.00,20.00,50.00,30.00,20.00,50.00,50.00,4,4,3,4,4,4,4,3,3,5,4,4.00,3.00,50.00,3,5,2,2,5,5,5,5,5,5,5,5,5,5,5,100.00,100.00,50.00,50.00,50.00,4,3,5,7,6,1,2,2,60,2,,0,1,2,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,39,19148,#NULL!,3.67,0.00,1.00,3.00,3.00,3.00,3.20
532,96003,2,4,5,3,20.00,80.00,0.00,20.00,75.00,5.00,81.00,80.00,5,5,5,2,2,2,4,5,5,5,2,50.00,50.00,1.00,2,2,2,2,5,5,3,5,3,3,3,5,5,4,4,80.00,70.00,75.00,71.00,75.00,6,2,6,6,6,2,2,3,72,1,,0,19,3,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,5,95076,#NULL!,5.00,1.00,0.00,5.00,5.00,5.00,4.80
533,48223,6,4,6,4,30.00,60.00,10.00,40.00,50.00,10.00,78.00,100.00,6,6,6,6,6,6,6,5,6,6,5,75.00,99.00,70.00,3,5,4,4,3,3,4,4,5,5,5,5,4,5,5,46.00,100.00,39.00,60.00,58.00,7,7,7,7,5,7,7,1,44,1,,0,17,6,9,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,23,48223,#NULL!,6.00,0.00,1.00,1.00,1.00,1.00,2.80
534,75630,3,4,3,2,5.00,94.00,1.00,50.00,40.00,10.00,50.00,40.00,4,4,5,3,3,2,3,4,6,6,1,0.00,0.00,100.00,3,1,1,1,5,5,3,5,1,2,2,5,5,3,5,91.00,90.00,89.00,89.00,90.00,5,2,6,7,5,6,6,1,58,1,,0,13,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,45,75630,#NULL!,4.33,0.00,1.00,4.00,4.00,5.00,4.00
535,92648,4,4,4,4,10.00,20.00,70.00,60.00,40.00,0.00,59.00,50.00,3,4,4,4,5,4,3,2,6,6,4,29.00,0.00,100.00,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,100.00,100.00,100.00,100.00,100.00,7,6,7,6,7,6,6,1,26,1,,0,12,5,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,5,92648,#NULL!,3.67,0.00,1.00,3.00,2.00,3.00,2.60
536,89701,4,4,3,3,5.00,85.00,10.00,20.00,70.00,10.00,37.00,54.00,5,6,6,1,2,1,4,5,5,5,2,#NULL!,100.00,0.00,2,2,1,1,3,3,4,3,5,2,4,5,3,3,4,45.00,85.00,70.00,67.00,49.00,6,1,7,7,6,2,2,3,56,1,,0,12,3,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,29,89701,#NULL!,5.67,1.00,1.00,6.00,5.00,6.00,5.20
538,06705,3,3,3,3,40.00,40.00,20.00,40.00,40.00,20.00,67.00,62.00,5,5,5,2,2,1,4,5,4,4,3,95.00,94.00,0.00,1,3,3,4,5,5,3,5,3,3,2,5,5,2,3,99.00,53.00,50.00,51.00,52.00,6,1,6,6,7,4,6,3,70,2,,0,13,5,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,7,06705,#NULL!,5.00,1.00,0.00,5.00,5.00,6.00,5.00
539,44203,1,4,1,1,80.00,20.00,0.00,80.00,20.00,0.00,75.00,40.00,4,3,5,6,6,6,1,1,6,6,1,0.00,0.00,100.00,3,1,1,2,3,3,4,4,2,2,2,5,4,4,5,50.00,50.00,50.00,50.00,50.00,7,2,7,7,7,4,4,1,77,2,,0,5,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,36,44203,#NULL!,4.00,0.00,1.00,1.00,1.00,1.00,1.00
541,90007,3,1,4,5,10.00,60.00,30.00,5.00,75.00,20.00,38.00,87.00,1,4,1,2,3,4,2,5,2,2,5,21.00,22.00,100.00,3,3,3,5,5,3,4,4,4,3,4,4,3,5,4,91.00,79.00,81.00,80.00,81.00,5,6,6,6,6,1,1,1,34,1,,0,16,5,9,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,5,92887,#NULL!,2.00,0.00,1.00,5.00,4.00,3.00,3.80
542,32826,5,6,6,5,40.00,50.00,10.00,40.00,50.00,10.00,84.00,94.00,6,5,6,6,5,6,5,6,5,6,5,89.00,98.00,93.00,3,5,4,4,1,5,1,5,5,4,4,5,4,5,5,89.00,91.00,92.00,75.00,99.00,7,6,6,7,6,6,6,1,39,1,,0,18,6,9,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,10,32826,#NULL!,5.67,0.00,1.00,1.00,2.00,1.00,3.00
544,68352,5,5,4,4,60.00,40.00,0.00,70.00,30.00,0.00,71.00,54.00,5,4,1,5,3,3,3,6,3,5,5,0.00,0.00,100.00,3,1,1,2,1,1,1,1,3,3,3,4,4,4,4,26.00,86.00,5.00,10.00,2.00,5,4,4,4,4,4,2,1,49,1,,0,5,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,1,36066,#NULL!,3.33,0.00,1.00,2.00,4.00,4.00,3.80
545,10463,2,2,4,4,25.00,40.00,35.00,35.00,35.00,30.00,60.00,72.00,6,5,6,2,1,1,5,6,2,3,5,100.00,100.00,0.00,1,5,4,4,5,3,5,5,5,5,5,5,3,5,5,92.00,92.00,92.00,92.00,92.00,7,1,7,7,7,2,2,3,50,1,,0,10,2,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,33,10463,#NULL!,5.67,1.00,1.00,5.00,6.00,6.00,5.60
546,30318,5,4,6,5,30.00,50.00,20.00,30.00,50.00,20.00,29.00,50.00,6,5,5,4,5,4,5,4,6,5,4,79.00,65.00,72.00,3,4,5,5,1,4,2,4,4,3,4,5,3,2,2,29.00,50.00,5.00,5.00,#NULL!,7,6,5,6,6,6,1,1,34,1,,0,17,6,9,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,11,30318,#NULL!,5.33,0.00,1.00,3.00,2.00,3.00,3.40
547,85750,2,4,3,2,40.00,40.00,20.00,50.00,30.00,20.00,81.00,71.00,2,5,5,2,3,3,2,2,4,2,2,94.00,6.00,3.00,1,3,2,2,5,5,5,4,4,4,4,5,5,5,5,71.00,91.00,72.00,70.00,71.00,7,2,7,6,6,6,6,2,76,1,,0,12,5,8,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,3,85750,#NULL!,4.00,0.00,1.00,5.00,4.00,4.00,3.40
548,64424,2,2,4,4,20.00,80.00,0.00,50.00,50.00,0.00,54.00,55.00,4,5,4,1,1,1,5,5,1,1,1,53.00,56.00,58.00,3,3,3,3,5,5,5,5,4,4,4,5,5,5,5,100.00,100.00,100.00,100.00,100.00,4,4,4,4,4,4,4,2,66,2,,0,13,2,8,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,26,64424,#NULL!,4.33,0.00,1.00,6.00,6.00,6.00,5.60
549,06614,3,4,4,3,25.00,25.00,50.00,25.00,25.00,50.00,49.00,50.00,4,3,4,4,3,4,3,4,4,3,4,52.00,51.00,51.00,2,3,3,1,5,3,2,4,2,2,2,4,1,2,4,62.00,62.00,62.00,61.00,61.00,5,3,5,3,5,4,4,2,29,2,,0,17,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,7,06614,#NULL!,3.67,0.00,1.00,3.00,4.00,3.00,3.40
550,44094,2,3,2,2,35.00,60.00,5.00,35.00,30.00,35.00,70.00,50.00,4,2,2,4,4,3,2,4,6,5,1,30.00,0.00,80.00,3,4,2,1,2,4,3,3,5,2,3,4,5,3,3,50.00,50.00,50.00,50.00,50.00,5,5,5,4,4,6,6,2,33,2,,0,13,5,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,36,44094,#NULL!,2.67,0.00,1.00,3.00,3.00,4.00,3.20
551,11727,4,5,4,3,50.00,30.00,20.00,60.00,10.00,30.00,10.00,10.00,6,6,6,1,1,1,6,6,3,1,6,55.00,100.00,0.00,2,3,3,4,5,5,5,5,4,5,3,5,3,5,5,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,1,1,3,19,2,,0,2,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,33,11727,#NULL!,6.00,1.00,1.00,6.00,6.00,6.00,6.00
552,69336,6,6,1,1,1.00,99.00,0.00,50.00,50.00,0.00,42.00,56.00,6,6,3,1,1,1,6,6,1,1,6,94.00,53.00,1.00,1,2,2,2,5,5,4,5,5,4,3,5,5,5,5,74.00,100.00,67.00,49.00,43.00,6,6,6,5,7,1,1,3,60,3,,0,12,5,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,6,80731,#NULL!,5.00,1.00,1.00,6.00,6.00,6.00,6.00
553,41224,3,3,2,2,50.00,50.00,0.00,40.00,40.00,20.00,30.00,10.00,3,4,4,3,3,1,4,4,1,6,1,39.00,0.00,50.00,3,2,2,3,1,5,1,5,3,2,3,1,1,1,5,50.00,50.00,50.00,49.00,50.00,7,1,1,2,2,4,4,1,73,2,,0,7,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,,1,white,1,#NULL!,3,#NULL!,18,41224,#NULL!,3.67,0.00,1.00,4.00,4.00,6.00,4.40
554,05641,4,6,5,2,34.00,30.00,36.00,36.00,30.00,34.00,49.00,19.00,4,5,3,2,1,1,4,4,3,3,4,40.00,60.00,0.00,2,1,1,1,4,3,3,4,5,5,5,2,3,2,3,51.00,51.00,52.00,51.00,53.00,5,4,4,5,5,2,2,2,27,1,,0,8,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,47,05641,#NULL!,4.00,0.00,1.00,5.00,6.00,6.00,5.00
555,17870,5,5,5,4,25.00,40.00,35.00,30.00,25.00,45.00,61.00,50.00,6,4,6,3,4,3,4,4,4,4,3,83.00,20.00,21.00,1,1,2,3,5,5,4,5,1,5,3,5,4,4,4,93.00,92.00,42.00,51.00,53.00,7,2,6,7,6,7,7,1,59,2,,0,10,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,39,17870,#NULL!,5.33,0.00,1.00,4.00,3.00,4.00,3.80
556,17603,4,4,3,3,20.00,80.00,0.00,80.00,20.00,0.00,63.00,96.00,1,3,1,5,4,4,3,3,1,4,3,1.00,1.00,99.00,3,1,1,1,3,3,3,3,1,5,4,5,5,3,5,86.00,81.00,60.00,51.00,70.00,4,4,4,4,4,4,4,1,55,2,,0,11,5,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,39,17603,#NULL!,1.67,0.00,1.00,2.00,3.00,3.00,2.80
557,28144,1,1,1,1,50.00,50.00,0.00,50.00,50.00,0.00,12.00,21.00,6,5,6,1,1,1,5,5,5,5,2,100.00,77.00,0.00,1,4,4,5,1,5,3,5,4,4,4,5,5,4,4,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,1,1,3,53,2,,0,6,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,34,28144,#NULL!,5.67,1.00,1.00,6.00,6.00,6.00,5.60
560,48210,2,3,4,3,90.00,10.00,0.00,70.00,30.00,0.00,65.00,71.00,4,3,3,4,2,3,2,3,2,2,4,93.00,88.00,5.00,1,4,4,4,2,2,3,2,3,3,4,3,4,5,4,91.00,27.00,13.00,61.00,34.00,4,3,7,5,6,1,3,3,60,1,,0,10,3,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,23,48210,#NULL!,3.33,1.00,0.00,3.00,5.00,4.00,3.40
561,29369,3,3,3,3,35.00,30.00,35.00,35.00,30.00,35.00,49.00,34.00,4,2,4,4,4,4,3,3,6,6,1,0.00,0.00,100.00,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,38.00,51.00,35.00,35.00,52.00,4,4,4,4,4,7,7,2,63,2,,0,10,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,42,29369,#NULL!,3.33,0.00,1.00,3.00,3.00,3.00,3.00
562,23601,3,3,3,3,70.00,25.00,5.00,35.00,25.00,40.00,61.00,50.00,3,3,6,4,4,4,3,3,5,6,2,50.00,5.00,55.00,3,1,1,2,5,5,5,5,1,2,2,5,5,5,5,71.00,71.00,55.00,55.00,55.00,6,3,6,6,6,6,6,3,78,2,,0,12,2,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,48,23601,#NULL!,4.00,1.00,1.00,3.00,3.00,3.00,3.00
563,08093,2,2,2,2,25.00,65.00,10.00,50.00,35.00,15.00,66.00,63.00,4,3,3,3,4,3,3,3,6,6,4,100.00,82.00,15.00,1,2,2,1,5,5,2,2,5,4,4,5,5,3,2,77.00,100.00,85.00,93.00,100.00,7,2,7,6,6,4,4,3,59,2,,0,14,2,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,31,08093,#NULL!,3.33,1.00,1.00,4.00,3.00,4.00,3.40
564,63123,2,2,1,1,0.00,100.00,0.00,40.00,30.00,30.00,72.00,66.00,6,5,6,3,4,3,3,4,5,6,1,100.00,0.00,0.00,1,3,1,1,5,5,3,5,2,2,2,5,5,3,5,91.00,94.00,92.00,91.00,93.00,7,1,7,7,7,2,6,3,63,1,,0,16,2,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,26,63123,#NULL!,5.67,1.00,1.00,4.00,3.00,4.00,3.60
565,41011,4,4,4,3,50.00,50.00,0.00,30.00,30.00,40.00,57.00,45.00,5,5,6,3,4,3,4,4,4,4,3,76.00,58.00,0.00,1,5,2,3,5,5,4,5,5,3,5,5,5,4,5,100.00,100.00,100.00,100.00,100.00,7,2,6,6,6,2,6,3,25,2,,0,19,5,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,18,41011,#NULL!,5.33,1.00,1.00,4.00,3.00,4.00,3.80
566,14620,2,2,1,1,30.00,20.00,50.00,30.00,20.00,50.00,80.00,83.00,4,4,5,4,3,3,3,3,3,3,4,100.00,21.00,2.00,1,2,2,4,5,5,5,3,4,4,4,5,5,5,3,90.00,87.00,91.00,92.00,92.00,6,1,7,7,7,2,4,3,67,2,,0,14,5,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,33,14620,#NULL!,4.33,1.00,1.00,3.00,4.00,4.00,3.40
567,55439,2,3,4,2,50.00,20.00,30.00,60.00,20.00,20.00,100.00,100.00,6,3,6,2,5,3,1,2,6,6,1,100.00,8.00,1.00,1,2,1,1,5,2,3,5,3,3,4,5,5,4,5,75.00,93.00,52.00,52.00,51.00,7,1,7,7,7,3,4,1,76,2,,0,20,5,10,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,10,34103,#NULL!,5.00,0.00,1.00,5.00,2.00,4.00,2.80
568,35973,3,3,3,3,5.00,95.00,0.00,40.00,40.00,20.00,35.00,35.00,3,2,3,4,5,4,2,2,6,6,1,0.00,0.00,100.00,3,1,2,3,4,4,2,4,1,4,3,3,4,2,3,80.00,80.00,80.00,80.00,80.00,1,2,6,5,4,7,7,2,67,1,,0,10,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,1,35973,#NULL!,2.67,0.00,1.00,3.00,2.00,3.00,2.40
569,81007,2,2,3,3,20.00,60.00,20.00,50.00,30.00,20.00,47.00,45.00,4,4,4,4,3,3,3,4,3,4,4,23.00,11.00,82.00,3,3,3,3,2,3,3,3,3,3,4,2,3,4,3,54.00,84.00,59.00,37.00,63.00,3,4,4,5,4,3,4,1,34,1,,0,10,2,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,6,81007,#NULL!,4.00,0.00,1.00,3.00,4.00,4.00,3.60
570,02143,2,2,2,2,10.00,80.00,10.00,10.00,80.00,10.00,50.00,50.00,2,5,5,5,2,2,5,5,3,4,5,32.00,26.00,88.00,3,3,2,3,3,2,3,4,4,4,5,3,2,3,5,60.00,71.00,30.00,44.00,48.00,3,4,5,6,7,2,2,1,40,1,,0,18,5,8,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,22,02143,#NULL!,4.00,0.00,1.00,2.00,5.00,5.00,4.40
571,13026,4,6,4,3,20.00,60.00,20.00,50.00,30.00,20.00,20.00,15.00,6,4,6,3,2,1,3,3,1,3,6,0.00,100.00,0.00,2,4,1,1,3,3,4,3,3,3,3,3,1,3,3,82.00,38.00,42.00,50.00,55.00,7,1,7,1,6,2,2,2,31,1,,0,5,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,33,13026,#NULL!,5.33,0.00,1.00,4.00,5.00,6.00,4.20
572,06611,4,4,1,1,50.00,50.00,0.00,50.00,50.00,0.00,50.00,70.00,1,2,4,6,6,6,1,1,6,6,1,0.00,0.00,100.00,3,3,1,2,5,3,3,4,3,5,5,5,1,5,5,50.00,100.00,100.00,100.00,100.00,5,1,7,7,6,4,4,1,68,2,,0,15,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,7,06611,#NULL!,2.33,0.00,1.00,1.00,1.00,1.00,1.00
573,47804,3,4,3,3,50.00,40.00,10.00,50.00,40.00,10.00,50.00,50.00,5,5,5,3,4,4,2,3,4,4,3,10.00,10.00,87.00,3,4,2,4,3,3,3,3,4,3,3,3,3,3,3,50.00,50.00,50.00,50.00,50.00,6,2,6,6,6,4,4,2,56,1,,0,14,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,15,47804,#NULL!,5.00,0.00,1.00,4.00,3.00,3.00,3.00
574,34243,3,4,4,3,60.00,20.00,20.00,50.00,30.00,20.00,76.00,68.00,5,4,6,3,3,4,3,3,6,5,1,100.00,1.00,1.00,1,1,2,1,4,3,2,5,1,3,3,4,4,3,5,82.00,97.00,89.00,86.00,82.00,6,2,6,7,6,2,2,3,81,2,,0,19,2,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,10,34243,#NULL!,5.00,1.00,1.00,4.00,4.00,3.00,3.40
575,46819,1,1,1,1,60.00,40.00,0.00,60.00,20.00,20.00,76.00,62.00,1,2,1,6,6,5,5,3,1,6,1,15.00,18.00,6.00,2,2,2,2,1,1,1,1,3,3,3,1,1,1,1,9.00,51.00,9.00,7.00,8.00,7,7,7,7,7,2,2,2,73,1,,0,14,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,15,46819,#NULL!,1.33,0.00,1.00,1.00,1.00,2.00,2.40
576,33579,1,2,5,4,20.00,35.00,45.00,20.00,35.00,45.00,49.00,35.00,2,2,2,2,4,4,1,5,4,2,3,57.00,50.00,100.00,3,3,1,4,5,4,4,3,2,3,3,5,3,2,4,78.00,54.00,100.00,17.00,71.00,3,3,2,3,6,3,4,4,21,1,,0,1,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,10,33579,#NULL!,2.00,0.00,1.00,5.00,3.00,3.00,3.40
577,46151,2,1,3,3,0.00,0.00,100.00,0.00,0.00,100.00,52.00,45.00,5,4,4,5,4,4,4,4,4,3,4,34.00,28.00,30.00,3,3,3,3,4,3,3,4,3,3,3,4,3,4,5,26.00,31.00,28.00,50.00,41.00,6,6,4,5,4,7,7,1,40,2,,0,13,5,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,15,46151,#NULL!,4.33,0.00,1.00,2.00,3.00,3.00,3.20
578,73082,3,4,3,3,5.00,85.00,10.00,45.00,55.00,0.00,50.00,40.00,3,5,4,2,4,1,4,5,5,6,3,1.00,1.00,100.00,3,1,2,4,5,5,5,5,5,5,5,5,5,5,5,85.00,86.00,83.00,78.00,92.00,7,1,7,7,7,3,3,1,38,1,,0,8,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,37,73082,#NULL!,4.00,0.00,1.00,5.00,3.00,6.00,4.60
579,07006,2,4,2,2,70.00,20.00,10.00,50.00,20.00,30.00,94.00,71.00,4,4,4,5,4,4,2,2,2,3,5,100.00,0.00,0.00,1,3,2,3,5,3,5,4,5,2,5,5,4,4,5,100.00,100.00,100.00,100.00,100.00,6,5,6,6,6,2,4,3,18,2,,0,20,1,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,31,07006,#NULL!,4.00,1.00,1.00,2.00,3.00,3.00,2.40
580,04462,3,3,2,2,4.00,94.00,2.00,40.00,30.00,30.00,70.00,70.00,5,5,5,3,3,3,3,3,4,4,3,4.00,2.00,100.00,3,1,1,1,3,3,3,3,5,5,5,5,5,5,5,88.00,88.00,88.00,88.00,88.00,5,2,5,5,5,6,6,1,66,1,,0,11,3,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,20,04462,#NULL!,5.00,0.00,1.00,4.00,4.00,4.00,3.60
581,32619,6,4,6,5,5.00,93.00,2.00,40.00,50.00,10.00,75.00,84.00,5,4,6,5,4,6,4,5,6,4,4,85.00,66.00,81.00,3,4,4,5,4,5,5,4,5,4,5,5,2,4,3,52.00,82.00,38.00,36.00,43.00,7,5,6,6,7,4,6,1,36,1,,0,1,2,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,10,32619,#NULL!,5.00,0.00,1.00,2.00,3.00,1.00,3.00
582,56063,6,5,3,3,50.00,25.00,25.00,50.00,25.00,25.00,9.00,11.00,3,3,4,3,4,4,4,3,6,6,6,3.00,3.00,2.00,2,1,1,1,5,3,3,3,2,2,2,3,3,3,3,47.00,55.00,52.00,51.00,72.00,4,4,4,4,4,4,4,4,63,1,,0,4,3,2,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,24,56063,#NULL!,3.33,0.00,0.00,4.00,3.00,3.00,3.40
583,86404,2,2,2,2,25.00,25.00,50.00,25.00,25.00,50.00,53.00,52.00,4,4,4,2,4,2,3,4,2,4,3,1.00,5.00,76.00,3,2,1,1,5,5,2,5,5,5,5,5,5,5,5,73.00,76.00,74.00,72.00,73.00,6,4,6,6,6,4,4,4,67,2,,0,13,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,3,86404,#NULL!,4.00,0.00,1.00,5.00,3.00,5.00,4.00
585,62044,2,1,6,1,0.00,100.00,0.00,70.00,30.00,0.00,50.00,5.00,6,6,6,1,1,1,5,6,1,1,6,100.00,92.00,0.00,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,1,2,3,67,1,,0,7,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,14,62044,#NULL!,6.00,1.00,1.00,6.00,6.00,6.00,5.80
586,44201,4,4,2,2,1.00,85.00,14.00,20.00,70.00,10.00,37.00,37.00,6,4,4,2,2,2,4,5,3,3,4,80.00,100.00,1.00,2,3,1,1,3,3,3,4,3,2,2,3,3,3,3,49.00,72.00,48.00,54.00,71.00,4,1,7,7,6,1,1,3,70,1,,0,13,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,36,44201,#NULL!,4.67,1.00,1.00,5.00,5.00,5.00,4.80
587,60193,3,4,3,3,50.00,20.00,30.00,55.00,25.00,20.00,65.00,30.00,4,4,5,4,4,3,3,2,6,6,3,91.00,9.00,50.00,1,3,1,1,5,4,3,4,5,5,4,5,5,3,4,30.00,85.00,50.00,50.00,50.00,4,4,5,5,4,4,4,3,72,1,,0,17,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,14,60193,#NULL!,4.33,1.00,1.00,3.00,3.00,4.00,3.00
589,48725,3,3,3,3,30.00,30.00,40.00,30.00,30.00,40.00,50.00,49.00,5,4,5,4,3,3,3,4,6,6,1,21.00,21.00,22.00,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,82.00,83.00,77.00,82.00,82.00,5,2,5,5,5,4,4,1,67,1,,0,4,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,23,48706,#NULL!,4.67,0.00,1.00,3.00,4.00,4.00,3.60
