ID,LUCID_zip,Wpoor,Bpoor,Wwealthy,Bwealthy,city_B,city_W,poverty_city_Other,US_B,US_W,poverty_US_Other,statusBlack,statusWhite,welfsupp1,welfsupp2,welfsupp3,recip1,recip2,recip3,recip4,recip5,SuppRep1,SuppRep2,SuppRep3,Vote_Biden,Vote_Sanders,Vote_Trump,vote_final,black_contact1,black_contact2,black_contact3,black_quality1,black_quality2,black_quality3,black_quality4,white_contact1,white_contact2,white_contact3,white_quality1,white_quality2,white_quality3,white_quality4,ThermBlack,ThermWhite,ThermHisp,ThermAsian,ThermNatAm,IMS1,IMS2,IMS3,IMS4,IMS5,soc_iss,econ_iss,pol_aff,age,gender,gender_TEXT,receivewelf1,income,edu,LadderSelf,race_White,race_Black,race_NatAm,race_Asian,race_Multiracial,race_Multiracial_TEXT,race_Other,race_Other_TEXT,ethn_NotHispLat,ethn_HispLat,White_ident,Black_ident,State,zip,CALC_VAR_BELOW,WelfSupport,Democrat,PsWhite,recip1R,recip2R,recip3R,HardworkingWelf
71,22191,1,1,6,3,35.00,60.00,5.00,52.00,13.00,35.00,50.00,27.00,6,5,6,3,3,3,3,3,1,3,6,5.00,5.00,0.00,2,5,2,5,5,5,4,5,2,2,2,4,4,4,4,90.00,40.00,60.00,50.00,50.00,7,2,7,6,7,4,4,2,26,1,,0,4,5,3,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,48,22194,#NULL!,5.67,0.00,0.00,4.00,4.00,4.00,3.60
72,89169,1,2,5,3,80.00,20.00,0.00,80.00,20.00,0.00,56.00,85.00,6,6,6,5,2,3,5,5,3,5,5,74.00,73.00,14.00,1,5,5,5,5,4,4,4,5,3,2,3,3,3,3,91.00,39.00,75.00,82.00,78.00,6,3,7,7,6,1,2,3,29,1,,0,9,5,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,48,23666,#NULL!,6.00,1.00,0.00,2.00,5.00,4.00,4.20
73,60140,3,3,2,2,30.00,30.00,40.00,35.00,35.00,30.00,51.00,52.00,4,3,5,6,5,4,2,3,6,6,1,0.00,0.00,100.00,3,5,1,2,3,3,1,3,5,5,5,4,3,4,3,55.00,55.00,55.00,54.00,52.00,7,1,7,7,7,7,7,1,57,2,,0,15,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,14,60140,#NULL!,4.00,0.00,1.00,1.00,2.00,3.00,2.20
74,72460,1,1,1,1,30.00,40.00,30.00,35.00,35.00,30.00,52.00,52.00,6,3,6,4,4,4,3,2,6,6,1,0.00,0.00,0.00,3,1,1,2,3,3,2,5,1,2,5,3,3,3,5,85.00,85.00,85.00,50.00,50.00,7,1,7,7,7,4,4,4,51,2,,0,10,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,4,72460,#NULL!,5.00,0.00,1.00,3.00,3.00,3.00,2.80
75,43332,3,3,3,3,40.00,30.00,30.00,40.00,30.00,30.00,38.00,41.00,6,4,6,4,5,4,2,2,6,6,1,99.00,75.00,1.00,1,2,1,3,5,5,5,5,1,4,4,5,5,5,5,66.00,69.00,50.00,49.00,76.00,7,1,7,7,7,2,2,3,54,2,,0,10,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,36,43332,#NULL!,5.33,1.00,1.00,3.00,2.00,3.00,2.40
76,29554,3,4,4,3,70.00,25.00,5.00,60.00,30.00,10.00,34.00,14.00,6,6,6,4,1,1,2,4,6,6,2,18.00,32.00,0.00,2,1,2,3,4,5,3,5,1,4,4,5,5,3,4,90.00,75.00,94.00,90.00,90.00,7,1,7,7,7,1,2,2,35,1,,0,8,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,42,29554,#NULL!,6.00,0.00,1.00,3.00,6.00,6.00,4.20
78,10016,2,4,2,5,40.00,50.00,10.00,30.00,30.00,40.00,76.00,89.00,6,5,6,6,5,4,5,6,2,2,5,81.00,84.00,94.00,1,4,5,4,5,4,4,5,5,4,5,5,5,5,4,88.00,96.00,82.00,89.00,94.00,6,7,6,6,6,7,7,1,50,1,,0,20,5,9,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,33,10016,#NULL!,5.67,0.00,1.00,1.00,2.00,3.00,3.40
80,53716,4,5,4,3,40.00,50.00,10.00,30.00,60.00,10.00,10.00,3.00,3,4,3,3,3,4,4,4,1,3,5,57.00,100.00,11.00,2,2,4,2,3,3,2,3,3,3,2,2,2,3,3,62.00,39.00,38.00,24.00,29.00,7,2,7,7,7,4,4,3,57,1,,0,8,2,2,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,51,53716,#NULL!,3.33,1.00,0.00,4.00,4.00,3.00,3.80
81,61536,3,4,3,3,35.00,30.00,35.00,35.00,30.00,35.00,30.00,30.00,2,3,2,4,5,4,1,2,6,6,1,0.00,0.00,87.00,3,1,1,2,4,4,3,4,1,4,3,4,4,3,3,50.00,48.00,50.00,50.00,50.00,6,2,4,6,5,7,7,1,64,2,,0,10,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,14,61536,#NULL!,2.33,0.00,1.00,3.00,2.00,3.00,2.20
82,10954,2,2,2,2,33.00,34.00,33.00,33.00,34.00,33.00,50.00,51.00,5,4,5,2,2,2,4,4,3,4,3,90.00,80.00,0.00,1,1,2,2,4,4,3,4,1,5,5,4,4,3,4,50.00,50.00,50.00,50.00,50.00,7,1,6,6,6,2,5,2,62,2,,0,19,5,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,33,10954,#NULL!,4.67,0.00,1.00,5.00,5.00,5.00,4.60
83,60431,3,4,4,3,30.00,20.00,50.00,60.00,20.00,20.00,53.00,40.00,4,3,4,4,4,4,5,3,1,2,3,78.00,25.00,2.00,1,1,1,5,5,5,5,5,1,2,3,5,5,5,5,100.00,71.00,65.00,85.00,90.00,7,1,7,7,7,7,4,3,60,2,,0,15,3,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,14,60431,#NULL!,3.67,1.00,0.00,3.00,3.00,3.00,3.40
84,17110,2,2,2,2,25.00,25.00,50.00,25.00,25.00,50.00,71.00,72.00,4,4,4,2,2,2,4,4,6,6,1,88.00,5.00,4.00,1,5,3,5,5,5,2,3,3,3,3,1,3,3,3,51.00,51.00,51.00,50.00,51.00,7,1,7,7,7,4,4,3,44,2,,0,16,5,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,39,17110,#NULL!,4.00,1.00,0.00,5.00,5.00,5.00,4.60
85,92220,2,3,3,3,0.00,50.00,50.00,40.00,30.00,30.00,71.00,64.00,4,4,6,3,5,4,2,2,4,4,3,5.00,9.00,100.00,3,5,3,5,5,4,4,5,5,5,4,5,4,3,4,90.00,96.00,87.00,93.00,89.00,5,3,7,5,5,7,6,1,75,1,,0,13,3,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,5,92220,#NULL!,4.67,0.00,0.00,4.00,2.00,3.00,2.60
86,28466,1,1,4,2,30.00,20.00,50.00,50.00,40.00,10.00,30.00,9.00,1,4,6,1,1,1,6,6,6,1,4,100.00,50.00,0.00,1,5,5,5,1,5,1,5,4,2,2,1,1,1,5,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,6,6,3,55,2,,0,8,2,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,34,28466,#NULL!,3.67,1.00,0.00,6.00,6.00,6.00,6.00
88,60637,4,4,5,5,25.00,25.00,50.00,25.00,25.00,50.00,80.00,59.00,5,6,5,6,4,6,5,6,4,4,6,90.00,64.00,98.00,2,4,5,4,5,4,4,5,3,5,4,1,2,3,4,86.00,96.00,68.00,76.00,32.00,5,6,4,5,5,6,4,2,23,1,,0,10,2,9,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,14,60637,#NULL!,5.33,0.00,0.00,1.00,3.00,1.00,3.20
89,29501,1,1,4,4,45.00,40.00,15.00,50.00,45.00,5.00,100.00,51.00,6,6,6,1,1,4,3,2,1,6,3,100.00,100.00,0.00,1,5,5,5,5,5,5,5,4,4,5,5,5,5,5,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,4,4,3,24,1,,0,16,5,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,42,29501,#NULL!,6.00,1.00,0.00,6.00,6.00,3.00,4.00
91,50036,5,3,4,4,20.00,60.00,20.00,30.00,40.00,30.00,53.00,60.00,3,5,4,3,3,2,4,4,4,4,4,70.00,100.00,2.00,2,1,2,2,5,5,3,5,1,4,3,5,5,4,5,72.00,100.00,41.00,75.00,61.00,6,3,6,6,6,3,3,3,63,1,,0,5,2,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,16,50036,#NULL!,4.00,1.00,1.00,4.00,4.00,5.00,4.20
92,53224,2,4,5,4,30.00,50.00,20.00,60.00,10.00,30.00,68.00,75.00,3,5,4,4,6,5,3,4,3,5,4,79.00,50.00,12.00,1,2,3,4,5,4,3,4,1,3,5,5,4,3,5,52.00,76.00,73.00,40.00,44.00,5,4,6,4,5,1,2,3,22,2,,0,7,4,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,51,53223,#NULL!,4.00,1.00,0.00,3.00,1.00,2.00,2.60
93,77076,2,3,5,5,50.00,50.00,0.00,50.00,50.00,0.00,48.00,49.00,2,4,2,5,5,5,5,5,2,2,5,84.00,85.00,51.00,1,4,4,4,5,5,5,5,3,3,3,5,5,5,5,61.00,66.00,71.00,59.00,57.00,4,4,4,4,4,4,4,3,43,1,,0,1,2,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,45,77076,#NULL!,2.67,1.00,0.00,2.00,2.00,2.00,3.20
95,68503,3,4,4,3,25.00,60.00,15.00,35.00,50.00,15.00,56.00,30.00,4,4,5,3,5,4,3,3,4,4,3,0.00,0.00,0.00,3,2,1,2,4,4,4,4,3,3,3,4,4,4,4,53.00,52.00,51.00,52.00,49.00,6,4,6,4,4,6,6,2,50,1,,0,10,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,28,68507,#NULL!,4.33,0.00,1.00,4.00,2.00,3.00,3.00
98,29379,2,6,6,2,40.00,20.00,40.00,40.00,20.00,40.00,50.00,10.00,5,6,6,2,2,1,5,5,1,1,6,51.00,100.00,0.00,2,4,5,5,1,3,3,5,3,1,1,1,1,3,3,74.00,50.00,50.00,50.00,50.00,7,1,7,7,7,1,1,3,45,1,,0,12,2,3,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,42,29379,#NULL!,5.67,1.00,0.00,5.00,5.00,6.00,5.20
99,22204,2,2,2,2,15.00,15.00,70.00,35.00,35.00,30.00,81.00,72.00,4,4,4,1,2,1,5,6,4,2,4,99.00,50.00,0.00,1,4,2,3,5,5,5,5,5,3,5,5,5,5,5,100.00,100.00,100.00,100.00,100.00,6,1,7,7,7,2,5,2,39,2,,0,17,7,8,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,48,22204,#NULL!,4.00,0.00,1.00,6.00,5.00,6.00,5.60
100,34653,3,4,4,3,60.00,30.00,10.00,50.00,40.00,10.00,55.00,60.00,3,3,3,4,4,4,3,3,6,6,1,1.00,1.00,100.00,3,1,1,2,3,3,3,3,1,2,4,3,3,3,3,50.00,80.00,56.00,67.00,40.00,5,2,6,6,5,6,5,1,71,2,,0,8,3,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,10,34653,#NULL!,3.00,0.00,1.00,3.00,3.00,3.00,3.00
101,70364,1,1,1,1,25.00,25.00,50.00,40.00,40.00,20.00,48.00,46.00,5,5,1,5,4,4,2,2,2,5,2,15.00,27.00,100.00,3,1,5,4,4,5,4,5,1,2,3,3,3,3,5,51.00,49.00,30.00,46.00,48.00,7,1,7,7,7,3,2,1,60,2,,0,8,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,19,70364,#NULL!,3.67,0.00,1.00,2.00,3.00,3.00,2.40
102,21040,5,5,5,5,35.00,35.00,30.00,35.00,35.00,30.00,50.00,50.00,1,1,1,6,1,1,1,6,6,6,1,0.00,0.00,100.00,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,4,4,1,54,2,,0,19,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,21,21040,#NULL!,1.00,0.00,1.00,1.00,6.00,6.00,4.00
103,62471,3,4,3,2,40.00,30.00,30.00,60.00,40.00,0.00,82.00,51.00,5,4,5,4,4,4,2,2,1,6,3,49.00,5.00,47.00,1,1,1,1,5,5,5,5,5,5,5,1,5,1,5,71.00,100.00,75.00,72.00,71.00,7,1,7,7,7,4,6,3,72,2,,0,10,3,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,14,62471,#NULL!,4.67,1.00,1.00,3.00,3.00,3.00,2.60
104,36575,2,2,2,2,35.00,50.00,15.00,35.00,50.00,15.00,70.00,60.00,3,2,3,4,4,4,3,2,6,5,1,10.00,12.00,100.00,3,5,5,5,5,5,4,5,5,5,5,5,5,4,5,100.00,100.00,100.00,100.00,100.00,7,1,6,7,6,4,4,2,47,2,,0,12,5,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,1,36575,#NULL!,2.67,0.00,1.00,3.00,3.00,3.00,2.80
105,14225,4,4,2,2,40.00,30.00,30.00,25.00,25.00,50.00,50.00,50.00,4,2,4,4,4,2,2,3,6,6,2,30.00,30.00,85.00,3,5,4,4,3,5,3,4,4,3,4,3,5,4,4,90.00,90.00,50.00,50.00,90.00,1,3,7,7,7,4,4,1,49,2,,0,13,5,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,33,14221,#NULL!,3.33,0.00,1.00,3.00,3.00,5.00,3.20
106,27705,3,4,4,3,60.00,10.00,30.00,70.00,20.00,10.00,48.00,40.00,4,6,5,1,1,1,5,6,3,3,4,75.00,93.00,0.00,2,5,2,3,3,2,4,5,4,3,3,3,3,3,3,78.00,52.00,87.00,100.00,50.00,7,3,7,6,7,1,1,3,36,2,,0,16,6,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,34,27705,#NULL!,5.00,1.00,1.00,6.00,6.00,6.00,5.80
107,27021,3,3,3,3,50.00,50.00,0.00,60.00,40.00,0.00,51.00,56.00,5,2,1,3,4,4,4,4,6,6,1,15.00,2.00,54.00,3,3,2,2,3,3,3,4,3,3,3,3,3,3,4,80.00,87.00,75.00,80.00,83.00,6,2,6,6,6,5,5,2,50,1,,0,13,4,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,5,93551,#NULL!,2.67,0.00,1.00,4.00,3.00,3.00,3.60
108,33776,2,3,5,2,50.00,40.00,10.00,50.00,35.00,15.00,83.00,83.00,5,2,5,5,5,4,2,2,6,6,1,0.00,0.00,100.00,3,1,1,1,3,3,3,3,1,3,5,5,5,5,5,43.00,100.00,65.00,50.00,85.00,6,2,6,6,6,4,4,1,64,2,,0,20,5,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,10,33776,#NULL!,4.00,0.00,1.00,2.00,2.00,3.00,2.20
109,30188,3,3,3,3,40.00,25.00,35.00,40.00,20.00,40.00,21.00,71.00,5,3,5,4,3,3,3,3,4,4,4,81.00,82.00,0.00,1,3,3,4,5,5,5,5,3,2,2,3,3,3,3,85.00,50.00,73.00,50.00,50.00,7,1,7,7,7,4,4,2,59,2,,0,10,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,11,30066,#NULL!,4.33,0.00,1.00,3.00,4.00,4.00,3.40
110,98284,2,2,4,3,10.00,80.00,10.00,40.00,40.00,20.00,41.00,19.00,5,5,5,1,1,1,5,5,2,2,5,100.00,97.00,0.00,1,2,2,1,4,4,2,5,5,5,4,5,5,3,4,87.00,81.00,83.00,86.00,84.00,6,2,6,6,6,2,2,3,57,2,,0,8,5,3,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,49,98284,#NULL!,5.00,1.00,1.00,6.00,6.00,6.00,5.60
111,39759,6,1,1,6,45.00,50.00,5.00,45.00,50.00,5.00,100.00,50.00,5,5,6,5,6,6,6,1,1,5,6,16.00,100.00,2.00,2,1,2,2,5,5,1,5,1,2,1,5,5,1,5,100.00,29.00,25.00,28.00,29.00,6,1,4,7,6,1,1,3,49,2,,0,1,2,10,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,25,39759,#NULL!,5.33,1.00,0.00,2.00,1.00,1.00,2.20
112,64639,4,4,5,3,50.00,50.00,0.00,60.00,30.00,10.00,51.00,51.00,4,4,5,3,4,3,4,4,6,6,1,100.00,92.00,6.00,1,3,3,2,4,5,3,5,4,4,3,5,5,3,4,73.00,71.00,72.00,65.00,72.00,6,2,6,6,6,3,3,3,67,1,,0,10,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,26,64639,#NULL!,4.33,1.00,1.00,4.00,3.00,4.00,3.80
113,20904,2,2,5,2,45.00,5.00,50.00,40.00,35.00,25.00,50.00,40.00,5,4,6,2,2,1,4,4,2,2,3,82.00,83.00,1.00,2,3,4,5,5,4,4,5,5,3,2,4,4,3,4,86.00,72.00,73.00,68.00,70.00,7,1,7,7,7,3,3,3,43,2,,0,17,6,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,21,20866,#NULL!,5.00,1.00,0.00,5.00,5.00,6.00,4.80
114,15143,5,6,5,2,55.00,30.00,15.00,55.00,20.00,25.00,48.00,37.00,6,5,6,2,2,1,2,4,1,1,5,100.00,15.00,0.00,1,1,2,5,5,5,5,5,1,2,4,4,3,4,2,95.00,64.00,86.00,85.00,72.00,7,1,7,7,7,1,1,3,69,2,,0,10,5,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,39,15143,#NULL!,5.67,1.00,0.00,5.00,5.00,6.00,4.40
115,28909,3,3,3,3,40.00,40.00,20.00,40.00,30.00,30.00,50.00,40.00,1,2,1,4,5,5,1,1,6,6,1,0.00,0.00,100.00,3,1,2,3,5,5,3,5,1,3,4,5,5,3,5,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,7,7,1,67,1,,0,14,4,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,34,28909,#NULL!,1.33,0.00,1.00,3.00,2.00,2.00,1.80
116,07657,1,1,2,2,25.00,25.00,50.00,25.00,25.00,50.00,48.00,46.00,4,4,4,3,1,1,5,5,1,4,3,93.00,1.00,1.00,1,3,3,3,4,4,4,4,3,3,3,4,4,4,4,53.00,55.00,52.00,57.00,54.00,5,1,6,6,6,2,2,3,24,1,,0,15,5,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,31,07657,#NULL!,4.00,1.00,1.00,4.00,6.00,6.00,5.20
117,15701,3,3,3,3,40.00,60.00,0.00,40.00,60.00,0.00,44.00,46.00,5,5,6,2,5,5,2,2,4,5,4,71.00,92.00,2.00,2,2,1,2,5,3,4,4,5,5,4,3,4,4,4,45.00,81.00,41.00,16.00,17.00,6,6,6,6,6,4,4,3,50,1,,0,13,3,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,39,15701,#NULL!,5.33,1.00,1.00,5.00,2.00,2.00,2.60
119,60458,3,3,4,4,95.00,5.00,0.00,95.00,5.00,0.00,51.00,100.00,6,6,1,4,1,1,1,6,1,1,6,100.00,55.00,0.00,1,5,5,5,#NULL!,#NULL!,1,#NULL!,4,4,2,1,#NULL!,#NULL!,#NULL!,84.00,20.00,53.00,26.00,51.00,4,4,3,4,4,4,4,4,45,2,,0,1,1,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,14,60805,#NULL!,4.33,0.00,0.00,3.00,6.00,6.00,4.40
121,28075,3,4,4,2,30.00,10.00,60.00,30.00,20.00,50.00,50.00,51.00,4,4,5,4,3,2,5,4,1,1,6,100.00,50.00,0.00,1,1,2,1,1,5,3,5,1,3,1,1,4,1,5,90.00,90.00,90.00,70.00,90.00,7,1,7,7,6,3,3,3,69,2,,0,11,2,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,34,28075,#NULL!,4.33,1.00,0.00,3.00,4.00,5.00,4.20
122,49442,5,2,2,2,50.00,20.00,30.00,50.00,50.00,0.00,68.00,69.00,3,4,3,4,3,3,4,4,2,3,5,96.00,89.00,1.00,2,4,2,2,4,4,3,4,3,3,2,4,4,4,4,87.00,86.00,63.00,61.00,76.00,5,4,5,6,6,2,2,3,66,2,,0,7,2,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,23,49442,#NULL!,3.33,1.00,0.00,3.00,4.00,4.00,3.80
123,37042,2,2,4,2,45.00,20.00,35.00,45.00,30.00,25.00,50.00,39.00,3,4,3,4,1,2,2,4,2,2,3,48.00,46.00,21.00,1,5,4,3,5,4,3,3,5,3,4,5,2,3,4,50.00,50.00,50.00,50.00,50.00,7,1,7,7,7,4,5,4,29,1,,0,12,3,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,44,37042,#NULL!,3.33,0.00,0.00,3.00,6.00,5.00,4.00
124,34953,4,4,4,4,50.00,0.00,50.00,50.00,0.00,50.00,92.00,40.00,1,2,4,4,5,4,5,4,1,1,6,100.00,64.00,2.00,1,2,4,4,2,4,5,3,2,3,3,1,4,5,4,100.00,60.00,100.00,88.00,99.00,5,7,6,5,6,1,1,3,47,2,,0,1,2,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,10,34953,#NULL!,2.33,1.00,0.00,3.00,2.00,3.00,3.40
125,11717,1,4,2,3,30.00,15.00,55.00,30.00,20.00,50.00,60.00,50.00,4,4,5,1,2,2,4,5,6,6,4,1.00,1.00,100.00,3,4,#NULL!,#NULL!,5,5,4,5,5,3,5,5,5,3,1,50.00,63.00,50.00,50.00,50.00,7,1,7,7,7,7,6,1,78,1,,0,15,2,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,33,11717,#NULL!,4.33,0.00,1.00,6.00,5.00,5.00,5.00
126,32955,1,1,4,4,30.00,40.00,30.00,50.00,35.00,15.00,50.00,50.00,3,3,2,1,5,6,4,4,2,3,4,50.00,50.00,50.00,2,5,3,5,5,5,3,3,3,1,4,3,5,4,4,100.00,100.00,100.00,100.00,100.00,4,5,5,6,5,4,2,4,18,1,,0,14,2,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,10,32955,#NULL!,2.67,0.00,0.00,6.00,2.00,1.00,3.40
127,43229,2,4,5,3,50.00,20.00,30.00,80.00,20.00,0.00,42.00,85.00,5,5,2,2,5,3,5,5,2,3,5,84.00,77.00,74.00,2,4,4,3,5,3,5,4,4,4,3,5,3,4,2,80.00,74.00,70.00,89.00,69.00,6,7,6,5,5,2,2,3,21,2,,0,9,2,9,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,36,43229,#NULL!,4.00,1.00,0.00,5.00,2.00,4.00,4.20
128,35212,4,6,6,4,50.00,50.00,0.00,50.00,50.00,0.00,52.00,51.00,6,6,6,4,2,1,4,5,1,1,6,100.00,60.00,2.00,1,3,3,4,5,5,5,5,3,2,3,5,4,4,4,99.00,62.00,60.00,61.00,100.00,7,1,7,7,7,4,4,3,35,2,,0,1,3,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,1,35212,#NULL!,6.00,1.00,0.00,3.00,5.00,6.00,4.60
129,20018,5,3,3,3,40.00,25.00,35.00,40.00,25.00,35.00,78.00,63.00,5,4,5,3,3,2,3,4,1,1,5,88.00,80.00,14.00,1,3,4,5,4,2,4,5,4,2,2,4,2,3,4,90.00,64.00,73.00,72.00,82.00,6,2,7,6,6,2,2,3,42,2,,0,17,5,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,9,20018,#NULL!,4.67,1.00,0.00,4.00,4.00,5.00,4.00
130,30204,1,1,1,1,50.00,50.00,0.00,40.00,40.00,20.00,69.00,56.00,1,4,3,1,3,3,3,2,1,3,5,100.00,100.00,3.00,1,4,4,4,5,5,5,5,3,3,3,5,5,5,5,100.00,100.00,#NULL!,6.00,#NULL!,6,5,4,1,1,6,7,3,66,3,None,0,8,3,10,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,5,11,30204,#NULL!,2.67,1.00,0.00,6.00,4.00,4.00,3.80
131,39845,1,4,4,3,85.00,10.00,5.00,70.00,20.00,10.00,50.00,10.00,4,4,4,3,4,3,3,3,3,3,4,92.00,92.00,0.00,1,3,5,5,3,3,3,3,5,1,2,3,3,3,3,90.00,90.00,91.00,90.00,90.00,7,1,6,7,7,7,7,3,58,2,,0,12,4,2,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,11,39845,#NULL!,4.00,1.00,0.00,4.00,3.00,4.00,3.40
132,44483,3,3,1,1,50.00,50.00,0.00,40.00,40.00,20.00,50.00,50.00,4,3,5,4,4,4,3,3,6,6,1,1.00,1.00,100.00,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,93.00,93.00,93.00,93.00,93.00,7,1,7,7,7,3,5,2,70,1,,0,12,4,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,36,44483,#NULL!,4.00,0.00,1.00,3.00,3.00,3.00,3.00
133,56136,3,3,3,3,60.00,40.00,0.00,60.00,40.00,0.00,45.00,33.00,4,4,6,5,4,4,1,1,1,6,2,16.00,82.00,1.00,2,2,1,1,3,3,3,3,5,5,5,1,4,4,4,75.00,81.00,57.00,61.00,58.00,7,1,7,7,7,1,1,2,45,1,,0,10,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,24,56136,#NULL!,4.67,0.00,1.00,2.00,3.00,3.00,2.00
